Date,Hour,Appliance,Weather,Season,Is_Weekend,Num_Occupants,Power_Usage_kWh
2025-11-13,2,Lights,Cloudy,Autumn,False,4,1.02
2025-11-13,2,Oven,Cloudy,Autumn,False,4,0.51
2025-11-13,3,HVAC,Rainy,Autumn,False,5,2.57
2025-11-13,3,Washing Machine,Rainy,Autumn,False,5,1.47
2025-11-13,3,Refrigerator,Rainy,Autumn,False,5,1.86
2025-11-13,3,Lights,Rainy,Autumn,False,5,1.21
2025-11-13,3,Oven,Rainy,Autumn,False,5,1.23
2025-11-13,4,HVAC,Rainy,Autumn,False,2,1.58
2025-11-13,4,Washing Machine,Rainy,Autumn,False,2,0.84
2025-11-13,4,Refrigerator,Rainy,Autumn,False,2,1.89
2025-11-13,4,Lights,Rainy,Autumn,False,2,0.9
2025-11-13,4,Oven,Rainy,Autumn,False,2,0.85
2025-11-13,5,HVAC,Cloudy,Autumn,False,1,0.86
2025-11-13,5,Washing Machine,Cloudy,Autumn,False,1,0.39
2025-11-13,5,Refrigerator,Cloudy,Autumn,False,1,1.3
2025-11-13,5,Lights,Cloudy,Autumn,False,1,0.59
2025-11-13,5,Oven,Cloudy,Autumn,False,1,0.26
2025-11-13,6,HVAC,Rainy,Autumn,False,2,1.57
2025-11-13,6,Washing Machine,Rainy,Autumn,False,2,0.74
2025-11-13,6,Refrigerator,Rainy,Autumn,False,2,1.47
2025-11-13,6,Lights,Rainy,Autumn,False,2,1.03
2025-11-13,6,Oven,Rainy,Autumn,False,2,0.65
2025-11-13,7,HVAC,Cloudy,Autumn,False,4,2.16
2025-11-13,7,Washing Machine,Cloudy,Autumn,False,4,1.57
2025-11-13,7,Refrigerator,Cloudy,Autumn,False,4,1.85
2025-11-13,7,Lights,Cloudy,Autumn,False,4,0.92
2025-11-13,7,Oven,Cloudy,Autumn,False,4,0.82
2025-11-13,8,HVAC,Cloudy,Autumn,False,2,1.11
2025-11-13,8,Washing Machine,Cloudy,Autumn,False,2,0.38
2025-11-13,8,Refrigerator,Cloudy,Autumn,False,2,1.38
2025-11-13,8,Lights,Cloudy,Autumn,False,2,0.76
2025-11-13,8,Oven,Cloudy,Autumn,False,2,0.33
2025-11-13,9,HVAC,Cloudy,Autumn,False,3,1.26
2025-11-13,9,Washing Machine,Cloudy,Autumn,False,3,0.39
2025-11-13,9,Refrigerator,Cloudy,Autumn,False,3,1.72
2025-11-13,9,Lights,Cloudy,Autumn,False,3,1.06
2025-11-13,9,Oven,Cloudy,Autumn,False,3,0.44
2025-11-13,10,HVAC,Rainy,Autumn,False,3,2.1
2025-11-13,10,Washing Machine,Rainy,Autumn,False,3,1.01
2025-11-13,10,Refrigerator,Rainy,Autumn,False,3,1.95
2025-11-13,10,Lights,Rainy,Autumn,False,3,0.87
2025-11-13,10,Oven,Rainy,Autumn,False,3,1.07
2025-11-13,11,HVAC,Cloudy,Autumn,False,5,1.96
2025-11-13,11,Washing Machine,Cloudy,Autumn,False,5,1.08
2025-11-13,11,Refrigerator,Cloudy,Autumn,False,5,2.32
2025-11-13,11,Lights,Cloudy,Autumn,False,5,1.18
2025-11-13,11,Oven,Cloudy,Autumn,False,5,0.61
2025-11-13,12,HVAC,Cloudy,Autumn,False,1,1.72
2025-11-13,12,Washing Machine,Cloudy,Autumn,False,1,0.29
2025-11-13,12,Refrigerator,Cloudy,Autumn,False,1,1.13
2025-11-13,12,Lights,Cloudy,Autumn,False,1,0.63
2025-11-13,12,Oven,Cloudy,Autumn,False,1,1.36
2025-11-13,13,HVAC,Sunny,Autumn,False,3,1.54
2025-11-13,13,Washing Machine,Sunny,Autumn,False,3,0.71
2025-11-13,13,Refrigerator,Sunny,Autumn,False,3,1.55
2025-11-13,13,Lights,Sunny,Autumn,False,3,0.63
2025-11-13,13,Oven,Sunny,Autumn,False,3,0.68
2025-11-13,14,HVAC,Sunny,Autumn,False,4,1.95
2025-11-13,14,Washing Machine,Sunny,Autumn,False,4,0.48
2025-11-13,14,Refrigerator,Sunny,Autumn,False,4,1.97
2025-11-13,14,Lights,Sunny,Autumn,False,4,1.16
2025-11-13,14,Oven,Sunny,Autumn,False,4,0.76
2025-11-13,15,HVAC,Sunny,Autumn,False,4,1.76
2025-11-13,15,Washing Machine,Sunny,Autumn,False,4,0.64
2025-11-13,15,Refrigerator,Sunny,Autumn,False,4,1.83
2025-11-13,15,Lights,Sunny,Autumn,False,4,0.91
2025-11-13,15,Oven,Sunny,Autumn,False,4,2.03
2025-11-13,16,HVAC,Cloudy,Autumn,False,5,1.79
2025-11-13,16,Washing Machine,Cloudy,Autumn,False,5,0.57
2025-11-13,16,Refrigerator,Cloudy,Autumn,False,5,3.07
2025-11-13,16,Lights,Cloudy,Autumn,False,5,0.85
2025-11-13,16,Oven,Cloudy,Autumn,False,5,0.9
2025-11-13,17,HVAC,Cloudy,Autumn,False,1,0.93
2025-11-13,17,Washing Machine,Cloudy,Autumn,False,1,0.4
2025-11-13,17,Refrigerator,Cloudy,Autumn,False,1,1.23
2025-11-13,17,Lights,Cloudy,Autumn,False,1,0.54
2025-11-13,17,Oven,Cloudy,Autumn,False,1,0.3
2025-11-13,18,HVAC,Sunny,Autumn,False,4,1.79
2025-11-13,18,Washing Machine,Sunny,Autumn,False,4,0.63
2025-11-13,18,Refrigerator,Sunny,Autumn,False,4,1.65
2025-11-13,18,Lights,Sunny,Autumn,False,4,1.24
2025-11-13,18,Oven,Sunny,Autumn,False,4,1.98
2025-11-13,19,HVAC,Rainy,Autumn,False,4,2.37
2025-11-13,19,Washing Machine,Rainy,Autumn,False,4,1.6
2025-11-13,19,Refrigerator,Rainy,Autumn,False,4,2.36
2025-11-13,19,Lights,Rainy,Autumn,False,4,1.56
2025-11-13,19,Oven,Rainy,Autumn,False,4,0.93
2025-11-13,20,HVAC,Rainy,Autumn,False,3,2.14
2025-11-13,20,Washing Machine,Rainy,Autumn,False,3,0.71
2025-11-13,20,Refrigerator,Rainy,Autumn,False,3,1.87
2025-11-13,20,Lights,Rainy,Autumn,False,3,1.75
2025-11-13,20,Oven,Rainy,Autumn,False,3,0.76
2025-11-13,21,HVAC,Sunny,Autumn,False,3,1.41
2025-11-13,21,Washing Machine,Sunny,Autumn,False,3,0.38
2025-11-13,21,Refrigerator,Sunny,Autumn,False,3,1.52
2025-11-13,21,Lights,Sunny,Autumn,False,3,0.91
2025-11-13,21,Oven,Sunny,Autumn,False,3,2.02
2025-11-13,22,HVAC,Sunny,Autumn,False,2,1.21
2025-11-13,22,Washing Machine,Sunny,Autumn,False,2,0.52
2025-11-13,22,Refrigerator,Sunny,Autumn,False,2,1.61
2025-11-13,22,Lights,Sunny,Autumn,False,2,0.93
2025-11-13,22,Oven,Sunny,Autumn,False,2,0.39
2025-11-13,23,HVAC,Sunny,Autumn,False,4,1.83
2025-11-13,23,Washing Machine,Sunny,Autumn,False,4,0.89
2025-11-13,23,Refrigerator,Sunny,Autumn,False,4,1.85
2025-11-13,23,Lights,Sunny,Autumn,False,4,1.41
2025-11-13,23,Oven,Sunny,Autumn,False,4,0.88
2025-11-14,0,HVAC,Sunny,Autumn,False,3,1.75
2025-11-14,0,Washing Machine,Sunny,Autumn,False,3,0.4
2025-11-14,0,Refrigerator,Sunny,Autumn,False,3,1.49
2025-11-14,0,Lights,Sunny,Autumn,False,3,0.49
2025-11-14,0,Oven,Sunny,Autumn,False,3,0.7
2025-11-14,1,HVAC,Rainy,Autumn,False,5,2.12
2025-11-14,1,Washing Machine,Rainy,Autumn,False,5,1.35
2025-11-14,1,Refrigerator,Rainy,Autumn,False,5,2.51
2025-11-14,1,Lights,Rainy,Autumn,False,5,1.33
2025-11-14,1,Oven,Rainy,Autumn,False,5,1.34
2025-11-14,2,HVAC,Sunny,Autumn,False,5,1.86
2025-11-14,2,Washing Machine,Sunny,Autumn,False,5,0.88
2025-11-14,2,Refrigerator,Sunny,Autumn,False,5,1.99
2025-11-14,2,Lights,Sunny,Autumn,False,5,0.72
2025-11-14,2,Oven,Sunny,Autumn,False,5,0.95
2025-11-14,3,HVAC,Rainy,Autumn,False,2,1.38
2025-11-14,3,Washing Machine,Rainy,Autumn,False,2,0.75
2025-11-14,3,Refrigerator,Rainy,Autumn,False,2,1.77
2025-11-14,3,Lights,Rainy,Autumn,False,2,0.81
2025-11-14,3,Oven,Rainy,Autumn,False,2,0.89
2025-11-14,4,HVAC,Rainy,Autumn,False,4,2.13
2025-11-14,4,Washing Machine,Rainy,Autumn,False,4,1.05
2025-11-14,4,Refrigerator,Rainy,Autumn,False,4,1.92
2025-11-14,4,Lights,Rainy,Autumn,False,4,1.15
2025-11-14,4,Oven,Rainy,Autumn,False,4,0.99
2025-11-14,5,HVAC,Cloudy,Autumn,False,5,1.87
2025-11-14,5,Washing Machine,Cloudy,Autumn,False,5,0.53
2025-11-14,5,Refrigerator,Cloudy,Autumn,False,5,1.52
2025-11-14,5,Lights,Cloudy,Autumn,False,5,0.9
2025-11-14,5,Oven,Cloudy,Autumn,False,5,0.6
2025-11-14,6,HVAC,Sunny,Autumn,False,2,1.65
2025-11-14,6,Washing Machine,Sunny,Autumn,False,2,0.6
2025-11-14,6,Refrigerator,Sunny,Autumn,False,2,1.64
2025-11-14,6,Lights,Sunny,Autumn,False,2,0.68
2025-11-14,6,Oven,Sunny,Autumn,False,2,0.34
2025-11-14,7,HVAC,Cloudy,Autumn,False,5,1.99
2025-11-14,7,Washing Machine,Cloudy,Autumn,False,5,1.15
2025-11-14,7,Refrigerator,Cloudy,Autumn,False,5,1.63
2025-11-14,7,Lights,Cloudy,Autumn,False,5,1.03
2025-11-14,7,Oven,Cloudy,Autumn,False,5,0.96
2025-11-14,8,HVAC,Rainy,Autumn,False,5,2.35
2025-11-14,8,Washing Machine,Rainy,Autumn,False,5,1.23
2025-11-14,8,Refrigerator,Rainy,Autumn,False,5,2.66
2025-11-14,8,Lights,Rainy,Autumn,False,5,1.07
2025-11-14,8,Oven,Rainy,Autumn,False,5,1.39
2025-11-14,9,HVAC,Cloudy,Autumn,False,2,1.8
2025-11-14,9,Washing Machine,Cloudy,Autumn,False,2,0.48
2025-11-14,9,Refrigerator,Cloudy,Autumn,False,2,1.41
2025-11-14,9,Lights,Cloudy,Autumn,False,2,0.63
2025-11-14,9,Oven,Cloudy,Autumn,False,2,0.38
2025-11-14,10,HVAC,Cloudy,Autumn,False,1,0.9
2025-11-14,10,Washing Machine,Cloudy,Autumn,False,1,0.35
2025-11-14,10,Refrigerator,Cloudy,Autumn,False,1,1.43
2025-11-14,10,Lights,Cloudy,Autumn,False,1,0.5
2025-11-14,10,Oven,Cloudy,Autumn,False,1,0.33
2025-11-14,11,HVAC,Rainy,Autumn,False,5,2.52
2025-11-14,11,Washing Machine,Rainy,Autumn,False,5,1.14
2025-11-14,11,Refrigerator,Rainy,Autumn,False,5,1.93
2025-11-14,11,Lights,Rainy,Autumn,False,5,1.34
2025-11-14,11,Oven,Rainy,Autumn,False,5,1.15
2025-11-14,12,HVAC,Rainy,Autumn,False,4,1.73
2025-11-14,12,Washing Machine,Rainy,Autumn,False,4,1.29
2025-11-14,12,Refrigerator,Rainy,Autumn,False,4,2.1
2025-11-14,12,Lights,Rainy,Autumn,False,4,0.95
2025-11-14,12,Oven,Rainy,Autumn,False,4,2.4
2025-11-14,13,HVAC,Sunny,Autumn,False,2,1.32
2025-11-14,13,Washing Machine,Sunny,Autumn,False,2,0.43
2025-11-14,13,Refrigerator,Sunny,Autumn,False,2,1.6
2025-11-14,13,Lights,Sunny,Autumn,False,2,0.68
2025-11-14,13,Oven,Sunny,Autumn,False,2,0.49
2025-11-14,14,HVAC,Sunny,Autumn,False,2,1.07
2025-11-14,14,Washing Machine,Sunny,Autumn,False,2,0.36
2025-11-14,14,Refrigerator,Sunny,Autumn,False,2,1.49
2025-11-14,14,Lights,Sunny,Autumn,False,2,0.62
2025-11-14,14,Oven,Sunny,Autumn,False,2,0.33
2025-11-14,15,HVAC,Rainy,Autumn,False,2,1.55
2025-11-14,15,Washing Machine,Rainy,Autumn,False,2,0.87
2025-11-14,15,Refrigerator,Rainy,Autumn,False,2,1.75
2025-11-14,15,Lights,Rainy,Autumn,False,2,0.99
2025-11-14,15,Oven,Rainy,Autumn,False,2,0.74
2025-11-14,16,HVAC,Cloudy,Autumn,False,4,1.64
2025-11-14,16,Washing Machine,Cloudy,Autumn,False,4,0.45
2025-11-14,16,Refrigerator,Cloudy,Autumn,False,4,1.79
2025-11-14,16,Lights,Cloudy,Autumn,False,4,0.89
2025-11-14,16,Oven,Cloudy,Autumn,False,4,0.99
2025-11-14,17,HVAC,Rainy,Autumn,False,2,1.55
2025-11-14,17,Washing Machine,Rainy,Autumn,False,2,0.66
2025-11-14,17,Refrigerator,Rainy,Autumn,False,2,1.79
2025-11-14,17,Lights,Rainy,Autumn,False,2,0.89
2025-11-14,17,Oven,Rainy,Autumn,False,2,0.85
2025-11-14,18,HVAC,Rainy,Autumn,False,1,1.16
2025-11-14,18,Washing Machine,Rainy,Autumn,False,1,0.68
2025-11-14,18,Refrigerator,Rainy,Autumn,False,1,1.76
2025-11-14,18,Lights,Rainy,Autumn,False,1,1.4
2025-11-14,18,Oven,Rainy,Autumn,False,1,1.22
2025-11-14,19,HVAC,Cloudy,Autumn,False,5,1.97
2025-11-14,19,Washing Machine,Cloudy,Autumn,False,5,1.17
2025-11-14,19,Refrigerator,Cloudy,Autumn,False,5,2.15
2025-11-14,19,Lights,Cloudy,Autumn,False,5,1.4
2025-11-14,19,Oven,Cloudy,Autumn,False,5,1.06
2025-11-14,20,HVAC,Sunny,Autumn,False,5,1.47
2025-11-14,20,Washing Machine,Sunny,Autumn,False,5,0.97
2025-11-14,20,Refrigerator,Sunny,Autumn,False,5,1.7
2025-11-14,20,Lights,Sunny,Autumn,False,5,1.32
2025-11-14,20,Oven,Sunny,Autumn,False,5,0.84
2025-11-14,21,HVAC,Sunny,Autumn,False,1,1.22
2025-11-14,21,Washing Machine,Sunny,Autumn,False,1,0.39
2025-11-14,21,Refrigerator,Sunny,Autumn,False,1,1.55
2025-11-14,21,Lights,Sunny,Autumn,False,1,1.09
2025-11-14,21,Oven,Sunny,Autumn,False,1,0.36
2025-11-14,22,HVAC,Sunny,Autumn,False,3,0.98
2025-11-14,22,Washing Machine,Sunny,Autumn,False,3,0.6
2025-11-14,22,Refrigerator,Sunny,Autumn,False,3,1.89
2025-11-14,22,Lights,Sunny,Autumn,False,3,0.97
2025-11-14,22,Oven,Sunny,Autumn,False,3,0.73
2025-11-14,23,HVAC,Cloudy,Autumn,False,1,1.7
2025-11-14,23,Washing Machine,Cloudy,Autumn,False,1,0.39
2025-11-14,23,Refrigerator,Cloudy,Autumn,False,1,1.45
2025-11-14,23,Lights,Cloudy,Autumn,False,1,0.63
2025-11-14,23,Oven,Cloudy,Autumn,False,1,0.42
2025-11-15,0,HVAC,Rainy,Autumn,True,1,1.09
2025-11-15,0,Washing Machine,Rainy,Autumn,True,1,0.55
2025-11-15,0,Refrigerator,Rainy,Autumn,True,1,1.69
2025-11-15,0,Lights,Rainy,Autumn,True,1,0.83
2025-11-15,0,Oven,Rainy,Autumn,True,1,0.62
2025-11-15,1,HVAC,Cloudy,Autumn,True,1,1.83
2025-11-15,1,Washing Machine,Cloudy,Autumn,True,1,0.31
2025-11-15,1,Refrigerator,Cloudy,Autumn,True,1,1.31
2025-11-15,1,Lights,Cloudy,Autumn,True,1,0.5
2025-11-15,1,Oven,Cloudy,Autumn,True,1,0.37
2025-11-15,2,HVAC,Rainy,Autumn,True,4,1.91
2025-11-15,2,Washing Machine,Rainy,Autumn,True,4,0.88
2025-11-15,2,Refrigerator,Rainy,Autumn,True,4,2.27
2025-11-15,2,Lights,Rainy,Autumn,True,4,1.22
2025-11-15,2,Oven,Rainy,Autumn,True,4,1.24
2025-11-15,3,HVAC,Rainy,Autumn,True,3,2.05
2025-11-15,3,Washing Machine,Rainy,Autumn,True,3,1.0
2025-11-15,3,Refrigerator,Rainy,Autumn,True,3,1.84
2025-11-15,3,Lights,Rainy,Autumn,True,3,1.14
2025-11-15,3,Oven,Rainy,Autumn,True,3,0.96
2025-11-15,4,HVAC,Cloudy,Autumn,True,1,1.34
2025-11-15,4,Washing Machine,Cloudy,Autumn,True,1,0.26
2025-11-15,4,Refrigerator,Cloudy,Autumn,True,1,1.06
2025-11-15,4,Lights,Cloudy,Autumn,True,1,0.49
2025-11-15,4,Oven,Cloudy,Autumn,True,1,0.35
2025-11-15,5,HVAC,Rainy,Autumn,True,1,1.4
2025-11-15,5,Washing Machine,Rainy,Autumn,True,1,0.64
2025-11-15,5,Refrigerator,Rainy,Autumn,True,1,1.39
2025-11-15,5,Lights,Rainy,Autumn,True,1,0.85
2025-11-15,5,Oven,Rainy,Autumn,True,1,0.66
2025-11-15,6,HVAC,Rainy,Autumn,True,2,1.87
2025-11-15,6,Washing Machine,Rainy,Autumn,True,2,0.76
2025-11-15,6,Refrigerator,Rainy,Autumn,True,2,1.5
2025-11-15,6,Lights,Rainy,Autumn,True,2,0.8
2025-11-15,6,Oven,Rainy,Autumn,True,2,0.72
2025-11-15,7,HVAC,Cloudy,Autumn,True,3,2.08
2025-11-15,7,Washing Machine,Cloudy,Autumn,True,3,1.46
2025-11-15,7,Refrigerator,Cloudy,Autumn,True,3,1.43
2025-11-15,7,Lights,Cloudy,Autumn,True,3,0.76
2025-11-15,7,Oven,Cloudy,Autumn,True,3,0.6
2025-11-15,8,HVAC,Rainy,Autumn,True,2,1.61
2025-11-15,8,Washing Machine,Rainy,Autumn,True,2,0.68
2025-11-15,8,Refrigerator,Rainy,Autumn,True,2,1.77
2025-11-15,8,Lights,Rainy,Autumn,True,2,1.16
2025-11-15,8,Oven,Rainy,Autumn,True,2,0.86
2025-11-15,9,HVAC,Rainy,Autumn,True,5,2.43
2025-11-15,9,Washing Machine,Rainy,Autumn,True,5,0.99
2025-11-15,9,Refrigerator,Rainy,Autumn,True,5,2.24
2025-11-15,9,Lights,Rainy,Autumn,True,5,1.06
2025-11-15,9,Oven,Rainy,Autumn,True,5,0.92
2025-11-15,10,HVAC,Rainy,Autumn,True,4,1.65
2025-11-15,10,Washing Machine,Rainy,Autumn,True,4,0.9
2025-11-15,10,Refrigerator,Rainy,Autumn,True,4,1.68
2025-11-15,10,Lights,Rainy,Autumn,True,4,1.04
2025-11-15,10,Oven,Rainy,Autumn,True,4,1.27
2025-11-15,11,HVAC,Rainy,Autumn,True,2,1.7
2025-11-15,11,Washing Machine,Rainy,Autumn,True,2,0.8
2025-11-15,11,Refrigerator,Rainy,Autumn,True,2,1.76
2025-11-15,11,Lights,Rainy,Autumn,True,2,1.02
2025-11-15,11,Oven,Rainy,Autumn,True,2,0.68
2025-11-15,12,HVAC,Sunny,Autumn,True,4,1.4
2025-11-15,12,Washing Machine,Sunny,Autumn,True,4,0.49
2025-11-15,12,Refrigerator,Sunny,Autumn,True,4,1.52
2025-11-15,12,Lights,Sunny,Autumn,True,4,0.87
2025-11-15,12,Oven,Sunny,Autumn,True,4,2.34
2025-11-15,13,HVAC,Sunny,Autumn,True,2,1.72
2025-11-15,13,Washing Machine,Sunny,Autumn,True,2,0.37
2025-11-15,13,Refrigerator,Sunny,Autumn,True,2,1.73
2025-11-15,13,Lights,Sunny,Autumn,True,2,0.8
2025-11-15,13,Oven,Sunny,Autumn,True,2,0.32
2025-11-15,14,HVAC,Cloudy,Autumn,True,1,1.53
2025-11-15,14,Washing Machine,Cloudy,Autumn,True,1,0.36
2025-11-15,14,Refrigerator,Cloudy,Autumn,True,1,1.3
2025-11-15,14,Lights,Cloudy,Autumn,True,1,0.56
2025-11-15,14,Oven,Cloudy,Autumn,True,1,0.38
2025-11-15,15,HVAC,Cloudy,Autumn,True,3,1.5
2025-11-15,15,Washing Machine,Cloudy,Autumn,True,3,0.7
2025-11-15,15,Refrigerator,Cloudy,Autumn,True,3,1.76
2025-11-15,15,Lights,Cloudy,Autumn,True,3,0.69
2025-11-15,15,Oven,Cloudy,Autumn,True,3,0.77
2025-11-15,16,HVAC,Cloudy,Autumn,True,3,1.88
2025-11-15,16,Washing Machine,Cloudy,Autumn,True,3,0.73
2025-11-15,16,Refrigerator,Cloudy,Autumn,True,3,1.4
2025-11-15,16,Lights,Cloudy,Autumn,True,3,0.81
2025-11-15,16,Oven,Cloudy,Autumn,True,3,0.8
2025-11-15,17,HVAC,Rainy,Autumn,True,2,2.29
2025-11-15,17,Washing Machine,Rainy,Autumn,True,2,0.79
2025-11-15,17,Refrigerator,Rainy,Autumn,True,2,1.88
2025-11-15,17,Lights,Rainy,Autumn,True,2,1.03
2025-11-15,17,Oven,Rainy,Autumn,True,2,0.63
2025-11-15,18,HVAC,Cloudy,Autumn,True,3,1.38
2025-11-15,18,Washing Machine,Cloudy,Autumn,True,3,0.77
2025-11-15,18,Refrigerator,Cloudy,Autumn,True,3,1.59
2025-11-15,18,Lights,Cloudy,Autumn,True,3,0.83
2025-11-15,18,Oven,Cloudy,Autumn,True,3,1.89
2025-11-15,19,HVAC,Cloudy,Autumn,True,4,1.11
2025-11-15,19,Washing Machine,Cloudy,Autumn,True,4,1.37
2025-11-15,19,Refrigerator,Cloudy,Autumn,True,4,1.76
2025-11-15,19,Lights,Cloudy,Autumn,True,4,0.99
2025-11-15,19,Oven,Cloudy,Autumn,True,4,0.9
2025-11-15,20,HVAC,Sunny,Autumn,True,4,1.95
2025-11-15,20,Washing Machine,Sunny,Autumn,True,4,0.97
2025-11-15,20,Refrigerator,Sunny,Autumn,True,4,1.4
2025-11-15,20,Lights,Sunny,Autumn,True,4,1.4
2025-11-15,20,Oven,Sunny,Autumn,True,4,0.67
2025-11-15,21,HVAC,Cloudy,Autumn,True,2,1.74
2025-11-15,21,Washing Machine,Cloudy,Autumn,True,2,0.55
2025-11-15,21,Refrigerator,Cloudy,Autumn,True,2,1.52
2025-11-15,21,Lights,Cloudy,Autumn,True,2,1.19
2025-11-15,21,Oven,Cloudy,Autumn,True,2,0.4
2025-11-15,22,HVAC,Cloudy,Autumn,True,1,0.99
2025-11-15,22,Washing Machine,Cloudy,Autumn,True,1,0.36
2025-11-15,22,Refrigerator,Cloudy,Autumn,True,1,1.07
2025-11-15,22,Lights,Cloudy,Autumn,True,1,0.83
2025-11-15,22,Oven,Cloudy,Autumn,True,1,0.37
2025-11-15,23,HVAC,Rainy,Autumn,True,4,1.98
2025-11-15,23,Washing Machine,Rainy,Autumn,True,4,0.83
2025-11-15,23,Refrigerator,Rainy,Autumn,True,4,2.11
2025-11-15,23,Lights,Rainy,Autumn,True,4,1.78
2025-11-15,23,Oven,Rainy,Autumn,True,4,1.24
2025-11-16,0,HVAC,Cloudy,Autumn,True,1,1.54
2025-11-16,0,Washing Machine,Cloudy,Autumn,True,1,0.31
2025-11-16,0,Refrigerator,Cloudy,Autumn,True,1,1.56
2025-11-16,0,Lights,Cloudy,Autumn,True,1,0.6
2025-11-16,0,Oven,Cloudy,Autumn,True,1,0.25
2025-11-16,1,HVAC,Sunny,Autumn,True,3,1.78
2025-11-16,1,Washing Machine,Sunny,Autumn,True,3,0.55
2025-11-16,1,Refrigerator,Sunny,Autumn,True,3,1.58
2025-11-16,1,Lights,Sunny,Autumn,True,3,1.05
2025-11-16,1,Oven,Sunny,Autumn,True,3,0.65
2025-11-16,2,HVAC,Cloudy,Autumn,True,1,0.96
2025-11-16,2,Washing Machine,Cloudy,Autumn,True,1,0.29
2025-11-16,2,Refrigerator,Cloudy,Autumn,True,1,1.17
2025-11-16,2,Lights,Cloudy,Autumn,True,1,0.58
2025-11-16,2,Oven,Cloudy,Autumn,True,1,0.27
2025-11-16,3,HVAC,Sunny,Autumn,True,3,0.99
2025-11-16,3,Washing Machine,Sunny,Autumn,True,3,0.41
2025-11-16,3,Refrigerator,Sunny,Autumn,True,3,1.58
2025-11-16,3,Lights,Sunny,Autumn,True,3,0.67
2025-11-16,3,Oven,Sunny,Autumn,True,3,0.65
2025-11-16,4,HVAC,Cloudy,Autumn,True,3,1.67
2025-11-16,4,Washing Machine,Cloudy,Autumn,True,3,0.48
2025-11-16,4,Refrigerator,Cloudy,Autumn,True,3,1.36
2025-11-16,4,Lights,Cloudy,Autumn,True,3,0.87
2025-11-16,4,Oven,Cloudy,Autumn,True,3,0.36
2025-11-16,5,HVAC,Sunny,Autumn,True,5,1.81
2025-11-16,5,Washing Machine,Sunny,Autumn,True,5,0.63
2025-11-16,5,Refrigerator,Sunny,Autumn,True,5,1.97
2025-11-16,5,Lights,Sunny,Autumn,True,5,1.4
2025-11-16,5,Oven,Sunny,Autumn,True,5,1.03
2025-11-16,6,HVAC,Rainy,Autumn,True,1,1.95
2025-11-16,6,Washing Machine,Rainy,Autumn,True,1,0.67
2025-11-16,6,Refrigerator,Rainy,Autumn,True,1,1.67
2025-11-16,6,Lights,Rainy,Autumn,True,1,0.78
2025-11-16,6,Oven,Rainy,Autumn,True,1,0.61
2025-11-16,7,HVAC,Sunny,Autumn,True,3,1.88
2025-11-16,7,Washing Machine,Sunny,Autumn,True,3,1.43
2025-11-16,7,Refrigerator,Sunny,Autumn,True,3,1.54
2025-11-16,7,Lights,Sunny,Autumn,True,3,0.63
2025-11-16,7,Oven,Sunny,Autumn,True,3,0.76
2025-11-16,8,HVAC,Cloudy,Autumn,True,3,1.91
2025-11-16,8,Washing Machine,Cloudy,Autumn,True,3,0.47
2025-11-16,8,Refrigerator,Cloudy,Autumn,True,3,1.58
2025-11-16,8,Lights,Cloudy,Autumn,True,3,0.77
2025-11-16,8,Oven,Cloudy,Autumn,True,3,0.66
2025-11-16,9,HVAC,Rainy,Autumn,True,3,2.13
2025-11-16,9,Washing Machine,Rainy,Autumn,True,3,1.05
2025-11-16,9,Refrigerator,Rainy,Autumn,True,3,1.9
2025-11-16,9,Lights,Rainy,Autumn,True,3,0.94
2025-11-16,9,Oven,Rainy,Autumn,True,3,0.97
2025-11-16,10,HVAC,Rainy,Autumn,True,3,1.92
2025-11-16,10,Washing Machine,Rainy,Autumn,True,3,0.95
2025-11-16,10,Refrigerator,Rainy,Autumn,True,3,1.68
2025-11-16,10,Lights,Rainy,Autumn,True,3,1.04
2025-11-16,10,Oven,Rainy,Autumn,True,3,0.98
2025-11-16,11,HVAC,Sunny,Autumn,True,2,1.21
2025-11-16,11,Washing Machine,Sunny,Autumn,True,2,0.54
2025-11-16,11,Refrigerator,Sunny,Autumn,True,2,1.44
2025-11-16,11,Lights,Sunny,Autumn,True,2,0.79
2025-11-16,11,Oven,Sunny,Autumn,True,2,0.55
2025-11-16,12,HVAC,Cloudy,Autumn,True,4,1.98
2025-11-16,12,Washing Machine,Cloudy,Autumn,True,4,0.41
2025-11-16,12,Refrigerator,Cloudy,Autumn,True,4,1.78
2025-11-16,12,Lights,Cloudy,Autumn,True,4,0.83
2025-11-16,12,Oven,Cloudy,Autumn,True,4,1.86
2025-11-16,13,HVAC,Rainy,Autumn,True,2,2.07
2025-11-16,13,Washing Machine,Rainy,Autumn,True,2,0.76
2025-11-16,13,Refrigerator,Rainy,Autumn,True,2,1.73
2025-11-16,13,Lights,Rainy,Autumn,True,2,0.9
2025-11-16,13,Oven,Rainy,Autumn,True,2,0.72
2025-11-16,14,HVAC,Cloudy,Autumn,True,3,1.8
2025-11-16,14,Washing Machine,Cloudy,Autumn,True,3,0.66
2025-11-16,14,Refrigerator,Cloudy,Autumn,True,3,1.6
2025-11-16,14,Lights,Cloudy,Autumn,True,3,1.0
2025-11-16,14,Oven,Cloudy,Autumn,True,3,0.52
2025-11-16,15,HVAC,Cloudy,Autumn,True,5,1.83
2025-11-16,15,Washing Machine,Cloudy,Autumn,True,5,0.95
2025-11-16,15,Refrigerator,Cloudy,Autumn,True,5,1.54
